movieId,title
2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)"
2849,Queens Logic (1991)
2850,Public Access (1993)
2851,Saturn 3 (1980)
2852,"Soldier's Story, A (1984)"
2853,"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror) (1976)"
2855,Nightmares (1983)
2856,I Saw What You Did (1965)
2857,Yellow Submarine (1968)
2858,American Beauty (1999)
2859,Stop Making Sense (1984)
2860,Blue Streak (1999)
2861,For Love of the Game (1999)
2862,Caligula (1979)
2863,"Hard Day's Night, A (1964)"
2864,Splendor (1999)
2866,"Buddy Holly Story, The (1978)"
2867,Fright Night (1985)
2868,Fright Night Part II (1988)
2869,"Separation, The (Séparation, La) (1994)"
2870,Barefoot in the Park (1967)
2871,Deliverance (1972)
2872,Excalibur (1981)
2874,"Pajama Game, The (1957)"
2875,Sommersby (1993)
2876,Thumbelina (1994)
2877,Tommy (1975)
2878,Hell Night (1981)
2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991)
2880,Armour of God (Long xiong hu di) (1987)
2881,Double Jeopardy (1999)
2882,Jakob the Liar (1999)
2883,Mumford (1999)
2884,Dog Park (1998)
2885,Guinevere (1999)
2886,"Adventures of Elmo in Grouchland, The (1999)"
2887,Simon Sez (1999)
2888,Drive Me Crazy (1999)
2889,"Mystery, Alaska (1999)"
2890,Three Kings (1999)
2891,"Happy, Texas (1999)"
2892,New Rose Hotel (1998)
2893,Plunkett & MaCleane (1999)
2894,Romance (1999)
2897,And the Ship Sails On (E la nave va) (1983)
2898,"Dark Half, The (1993)"
2899,Gulliver's Travels (1939)
2900,Monkey Shines (1988)
2901,Phantasm (1979)
2902,Psycho II (1983)
2903,Psycho III (1986)
2904,Rain (1932)
2905,Sanjuro (Tsubaki Sanjûrô) (1962)
2906,Random Hearts (1999)
2907,Superstar (1999)
2908,Boys Don't Cry (1999)
2912,"Limey, The (1999)"
2913,The Mating Habits of the Earthbound Human (1999)
2915,Risky Business (1983)
2916,Total Recall (1990)
2917,Body Heat (1981)
2918,Ferris Bueller's Day Off (1986)
2919,"Year of Living Dangerously, The (1982)"
2920,Children of Paradise (Les enfants du paradis) (1945)
2921,High Plains Drifter (1973)
2922,Hang 'Em High (1968)
2923,Handle with Care (a.k.a. Citizen's Band) (1977)
2924,Drunken Master (Jui kuen) (1978)
2925,"Conformist, The (Conformista, Il) (1970)"
2926,Hairspray (1988)
2927,Brief Encounter (1946)
2928,"Razor's Edge, The (1984)"
2929,Reds (1981)
2930,Return with Honor (1998)
2932,Days of Heaven (1978)
2935,"Lady Eve, The (1941)"
2936,Sullivan's Travels (1941)
2937,"Palm Beach Story, The (1942)"
2938,Man Facing Southeast (1986)
2939,Niagara (1953)
2940,Gilda (1946)
2941,South Pacific (1958)
2942,Flashdance (1983)
2943,Indochine (1992)
2944,"Dirty Dozen, The (1967)"
2945,Mike's Murder (1984)
2946,Help! (1965)
2947,Goldfinger (1964)
2948,From Russia with Love (1963)
2949,Dr. No (1962)
2950,"Blue Lagoon, The (1980)"
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)"
2952,Sydney (Hard Eight) (1996)
2953,Home Alone 2: Lost in New York (1992)
2956,Someone to Watch Over Me (1987)
2959,Fight Club (1999)
2961,"Story of Us, The (1999)"
2962,Fever Pitch (1997)
2964,Julien Donkey-Boy (1999)
2966,"Straight Story, The (1999)"
2967,"Bad Seed, The (1956)"
2968,Time Bandits (1981)
2969,"Man and a Woman, A (Un homme et une femme) (1966)"
2970,Fitzcarraldo (1982)
2971,All That Jazz (1979)
2972,Red Sorghum (Hong gao liang) (1987)
2973,Crimes and Misdemeanors (1989)
2974,Bats (1999)
2975,"Best Man, The (1999)"
2976,Bringing Out the Dead (1999)
2977,Crazy in Alabama (1999)
2978,Three to Tango (1999)
2979,Body Shots (1999)
2981,"Brother, Can You Spare a Dime? (1975)"
2982,"Guardian, The (1990)"
2983,"Ipcress File, The (1965)"
2984,On Any Sunday (1971)
2985,RoboCop (1987)
2986,RoboCop 2 (1990)
2987,Who Framed Roger Rabbit? (1988)
2988,Melvin and Howard (1980)
2989,For Your Eyes Only (1981)
2990,Licence to Kill (1989)
2991,Live and Let Die (1973)
2992,Rawhead Rex (1986)
2993,Thunderball (1965)
2995,House on Haunted Hill (1999)
2996,Music of the Heart (1999)
2997,Being John Malkovich (1999)
2998,Dreaming of Joseph Lees (1999)
3000,Princess Mononoke (Mononoke-hime) (1997)
3001,"Suburbans, The (1999)"
3002,My Best Fiend (Mein liebster Feind) (1999)
3003,Train of Life (Train de vie) (1998)
3004,"Bachelor, The (1999)"
3005,"Bone Collector, The (1999)"
3006,"Insider, The (1999)"
3007,American Movie (1999)
3008,Last Night (1998)
3010,Rosetta (1999)
3011,"They Shoot Horses, Don't They? (1969)"
3013,Bride of Re-Animator (1990)
3015,Coma (1978)
3016,Creepshow (1982)
3017,Creepshow 2 (1987)
3018,Re-Animator (1985)
3019,Drugstore Cowboy (1989)
3020,Falling Down (1993)
3021,"Funhouse, The (1981)"
3022,"General, The (1926)"
3024,Piranha (1978)
3025,Rough Night in Jericho (1967)
3028,"Taming of the Shrew, The (1967)"
3029,Nighthawks (1981)
3030,Yojimbo (1961)
3031,Repossessed (1990)
3032,"Omega Man, The (1971)"
3033,Spaceballs (1987)
3034,Robin Hood (1973)
3035,Mister Roberts (1955)
3036,"Quest for Fire (Guerre du feu, La) (1981)"
3037,Little Big Man (1970)
3038,"Face in the Crowd, A (1957)"
3039,Trading Places (1983)
3040,Meatballs (1979)
3041,Meatballs Part II (1984)
3042,Meatballs III (1987)
3043,Meatballs 4 (1992)
3044,Dead Again (1991)
3045,Peter's Friends (1992)
3046,"Incredibly True Adventure of Two Girls in Love, The (1995)"
3047,Experience Preferred... But Not Essential (1982)
3048,Under the Rainbow (1981)
3051,Anywhere But Here (1999)
3052,Dogma (1999)
3053,"Messenger: The Story of Joan of Arc, The (1999)"
3054,Pokémon: The First Movie (1998)
3055,Felicia's Journey (1999)
3057,Where's Marlowe? (1998)
3060,"Commitments, The (1991)"
3061,Holiday Inn (1942)
3062,"Longest Day, The (1962)"
3063,Poison Ivy (1992)
3064,Poison Ivy: New Seduction (1997)
3066,Tora! Tora! Tora! (1970)
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)
3068,"Verdict, The (1982)"
3069,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)"
3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)"
3071,Stand and Deliver (1988)
3072,Moonstruck (1987)
3074,Jeremiah Johnson (1972)
3075,Repulsion (1965)
3076,Irma la Douce (1963)
3077,42 Up (1998)
3078,Liberty Heights (1999)
3079,Mansfield Park (1999)
3081,Sleepy Hollow (1999)
3082,"World Is Not Enough, The (1999)"
3083,All About My Mother (Todo sobre mi madre) (1999)
3086,Babes in Toyland (1934)
3087,Scrooged (1988)
3088,Harvey (1950)
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948)
3090,Matewan (1987)
3091,Kagemusha (1980)
3093,McCabe & Mrs. Miller (1971)
3094,Maurice (1987)
3095,"Grapes of Wrath, The (1940)"
3096,My Man Godfrey (1957)
3097,"Shop Around the Corner, The (1940)"
3098,"Natural, The (1984)"
3099,Shampoo (1975)
3100,"River Runs Through It, A (1992)"
3101,Fatal Attraction (1987)
3102,Jagged Edge (1985)
3103,Stanley & Iris (1990)
3104,Midnight Run (1988)
3105,Awakenings (1990)
3106,Come See the Paradise (1990)
3107,Backdraft (1991)
3108,"Fisher King, The (1991)"
3109,"River, The (1984)"
3110,Country (1984)
3111,Places in the Heart (1984)
3112,'night Mother (1986)
3113,End of Days (1999)
3114,Toy Story 2 (1999)
3115,Flawless (1999)
3116,Miss Julie (1999)
3117,Ride with the Devil (1999)
3118,Tumbleweeds (1999)
3120,"Distinguished Gentleman, The (1992)"
3121,"Hitch-Hiker, The (1953)"
3122,Santa Fe Trail (1940)
3125,"End of the Affair, The (1999)"
3127,Holy Smoke (1999)
3128,"Map of the World, A (1999)"
3129,Sweet and Lowdown (1999)
3130,Bonfire of the Vanities (1990)
3133,Go West (1925)
3134,Grand Illusion (La grande illusion) (1937)
3135,"Great Santini, The (1979)"
3136,"James Dean Story, The (1957)"
3138,Stealing Home (1988)
3140,Three Ages (1923)
3141,"Two Jakes, The (1990)"
3142,U2: Rattle and Hum (1988)
3143,Hell in the Pacific (1968)
3144,"Glass Bottom Boat, The (1966)"
3145,Cradle Will Rock (1999)
3146,Deuce Bigalow: Male Gigolo (1999)
3147,"Green Mile, The (1999)"
3148,"Cider House Rules, The (1999)"
3150,"War Zone, The (1999)"
3152,"Last Picture Show, The (1971)"
3153,"7th Voyage of Sinbad, The (1958)"
3155,Anna and the King (1999)
3156,Bicentennial Man (1999)
3157,Stuart Little (1999)
3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)"
3159,Fantasia 2000 (1999)
3160,Magnolia (1999)
3161,Onegin (1999)
3163,Topsy-Turvy (1999)
3165,Boiling Point (1993)
3166,Brenda Starr (1989)
3167,Carnal Knowledge (1971)
3168,Easy Rider (1969)
3169,The Falcon and the Snowman (1985)
3171,Room at the Top (1959)
3173,Any Given Sunday (1999)
3174,Man on the Moon (1999)
3175,Galaxy Quest (1999)
3176,"Talented Mr. Ripley, The (1999)"
3177,Next Friday (2000)
3178,"Hurricane, The (1999)"
3179,Angela's Ashes (1999)
3180,Play it to the Bone (1999)
3181,Titus (1999)
3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)"
3183,"Third Miracle, The (1999)"
3185,Snow Falling on Cedars (1999)
3186,"Girl, Interrupted (1999)"
3188,"Life and Times of Hank Greenberg, The (1998)"
3189,My Dog Skip (1999)
3190,Supernova (2000)
3192,"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)"
3194,"Way We Were, The (1973)"
3196,Stalag 17 (1953)
3197,"Presidio, The (1988)"
3198,Papillon (1973)
3199,Pal Joey (1957)
3200,"Last Detail, The (1973)"
3201,Five Easy Pieces (1970)
3202,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971)
3203,Dead Calm (1989)
3204,"Boys from Brazil, The (1978)"
3205,Black Sunday (La maschera del demonio) (1960)
3206,Against All Odds (1984)
3207,"Snows of Kilimanjaro, The (1952)"
3208,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993)
3210,Fast Times at Ridgemont High (1982)
3211,"Cry in the Dark, A (1988)"
3213,Batman: Mask of the Phantasm (1993)
3214,American Flyers (1985)
3216,"Vampyros Lesbos (Vampiras, Las) (1971)"
3217,"Star Is Born, A (1937)"
3218,Poison (1991)
3219,Pacific Heights (1990)
3221,"Draughtsman's Contract, The (1982)"
3223,"Zed & Two Noughts, A (1985)"
3224,Woman in the Dunes (Suna no onna) (1964)
3225,Down to You (2000)
3232,Seven Chances (1925)
3235,Where the Buffalo Roam (1980)
3238,Eye of the Beholder (1999)
3239,Isn't She Great? (2000)
3240,"Big Tease, The (1999)"
3241,"Cup, The (Phörpa) (1999)"
3243,Encino Man (1992)
3244,"Goodbye Girl, The (1977)"
3245,I Am Cuba (Soy Cuba/Ya Kuba) (1964)
3246,Malcolm X (1992)
3247,Sister Act (1992)
3248,Sister Act 2: Back in the Habit (1993)
3249,"Hand That Rocks the Cradle, The (1992)"
3250,Alive (1993)
3251,Agnes of God (1985)
3252,Scent of a Woman (1992)
3253,Wayne's World (1992)
3254,Wayne's World 2 (1993)
3255,"League of Their Own, A (1992)"
3256,Patriot Games (1992)
3257,"Bodyguard, The (1992)"
3258,Death Becomes Her (1992)
3259,Far and Away (1992)
3260,Howards End (1992)
3261,Singles (1992)
3262,Twin Peaks: Fire Walk with Me (1992)
3263,White Men Can't Jump (1992)
3264,Buffy the Vampire Slayer (1992)
3265,Hard-Boiled (Lat sau san taam) (1992)
3266,Man Bites Dog (C'est arrivé près de chez vous) (1992)
3267,"Mariachi, El (1992)"
3268,Stop! Or My Mom Will Shoot (1992)
3269,Forever Young (1992)
3270,"Cutting Edge, The (1992)"
3271,Of Mice and Men (1992)
3272,Bad Lieutenant (1992)
3273,Scream 3 (2000)
3274,Single White Female (1992)
3275,"Boondock Saints, The (2000)"
3276,Gun Shy (2000)
3281,"Brandon Teena Story, The (1998)"
3282,Different for Girls (1996)
3284,They Might Be Giants (1971)
3285,"Beach, The (2000)"
3286,Snow Day (2000)
3287,"Tigger Movie, The (2000)"
3289,Not One Less (Yi ge dou bu neng shao) (1999)
3292,"Big Combo, The (1955)"
3294,Eaten Alive (1977)
3296,To Sir with Love (1967)
3298,Boiler Room (2000)
3299,Hanging Up (2000)
3300,Pitch Black (2000)
3301,"Whole Nine Yards, The (2000)"
3302,Beautiful People (1999)
3303,Black Tar Heroin: The Dark End of the Street (2000)
3304,Blue Collar (1978)
3306,"Circus, The (1928)"
3307,City Lights (1931)
3308,"Flamingo Kid, The (1984)"
3309,"Dog's Life, A (1918)"
3310,"Kid, The (1921)"
3313,Class Reunion (1982)
3314,"Big Trees, The (1952)"
3316,Reindeer Games (2000)
3317,Wonder Boys (2000)
3318,Deterrence (1999)
3320,Mifune's Last Song (Mifunes sidste sang) (1999)
3324,Drowning Mona (2000)
3325,"Next Best Thing, The (2000)"
3326,What Planet Are You From? (2000)
3327,Beyond the Mat (1999)
3328,Ghost Dog: The Way of the Samurai (1999)
3329,The Year My Voice Broke (1987)
3330,Splendor in the Grass (1961)
3331,My Tutor (1983)
3334,Key Largo (1948)
3338,For All Mankind (1989)
3339,Cross of Iron (1977)
3340,Bride of the Monster (1955)
3341,Born Yesterday (1950)
3342,Birdy (1984)
3343,And God Created Woman (1988)
3344,Blood Feast (1963)
3347,Never Cry Wolf (1983)
3349,"Perils of Pauline, The (1947)"
3350,"Raisin in the Sun, A (1961)"
3351,Two Thousand Maniacs! (1964)
3354,Mission to Mars (2000)
3355,"Ninth Gate, The (1999)"
3357,East-West (Est-ouest) (1999)
3358,Defending Your Life (1991)
3359,Breaking Away (1979)
3360,Hoosiers (a.k.a. Best Shot) (1986)
3361,Bull Durham (1988)
3362,Dog Day Afternoon (1975)
3363,American Graffiti (1973)
3364,"Asphalt Jungle, The (1950)"
3365,"Searchers, The (1956)"
3368,"Big Country, The (1958)"
3370,Betrayed (1988)
3371,Bound for Glory (1976)
3377,Hangmen Also Die! (1943)
3379,On the Beach (1959)
3380,Railroaded! (1947)
3384,"Taking of Pelham One Two Three, The (1974)"
3385,Volunteers (1985)
3386,JFK (1991)
3387,Who's Harry Crumb? (1989)
3388,Harry and the Hendersons (1987)
3390,Shanghai Surprise (1986)
3391,Who's That Girl? (1987)
3392,She-Devil (1989)
3393,Date with an Angel (1987)
3394,Blind Date (1987)
3395,Nadine (1987)
3396,"Muppet Movie, The (1979)"
3397,"Great Muppet Caper, The (1981)"
3398,"Muppets Take Manhattan, The (1984)"
3399,Sesame Street Presents Follow That Bird (1985)
3400,We're Back! A Dinosaur's Story (1993)
3401,Baby... Secret of the Lost Legend (1985)
3402,Turtle Diary (1985)
3404,Titanic (1953)
3405,"Night to Remember, A (1958)"
3406,Captain Horatio Hornblower R.N. (1951)
3408,Erin Brockovich (2000)
3409,Final Destination (2000)
3412,"Bear, The (Ours, L') (1988)"
3414,Love Is a Many-Splendored Thing (1955)
3415,"Mirror, The (Zerkalo) (1975)"
3417,"Crimson Pirate, The (1952)"
3418,Thelma & Louise (1991)
3420,...And Justice for All (1979)
3421,Animal House (1978)
3422,She's Gotta Have It (1986)
3423,School Daze (1988)
3424,Do the Right Thing (1989)
3425,Mo' Better Blues (1990)
3426,Jungle Fever (1991)
3427,Coogan's Bluff (1968)
3428,"Champ, The (1979)"
3429,Creature Comforts (1989)
3430,Death Wish (1974)
3431,Death Wish 2 (1982)
3432,Death Wish 3 (1985)
3434,Death Wish 5: The Face of Death (1994)
3435,Double Indemnity (1944)
3436,Dying Young (1991)
3437,Cool as Ice (1991)
3438,Teenage Mutant Ninja Turtles (1990)
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
3440,Teenage Mutant Ninja Turtles III (1993)
3441,Red Dawn (1984)
3442,Band of the Hand (1986)
3444,Bloodsport (1988)
3445,Eyes of Laura Mars (1978)
3446,Funny Bones (1995)
3447,"Good Earth, The (1937)"
3448,"Good Morning, Vietnam (1987)"
3449,"Good Mother, The (1988)"
3450,Grumpy Old Men (1993)
3451,Guess Who's Coming to Dinner (1967)
3452,Romeo Must Die (2000)
3453,Here on Earth (2000)
3454,Whatever It Takes (2000)
3456,"Color of Paradise, The (Rang-e khoda) (1999)"
3457,Waking the Dead (2000)
3459,Gothic (1986)
3460,Hillbillys in a Haunted House (1967)
3461,Lord of the Flies (1963)
3462,Modern Times (1936)
3463,Last Resort (National Lampoon's Last Resort) (1994)
3465,That's Life! (1986)
3466,Heart and Souls (1993)
3467,Hud (1963)
3468,"Hustler, The (1961)"
3469,Inherit the Wind (1960)
3470,Dersu Uzala (1975)
3471,Close Encounters of the Third Kind (1977)
3474,Retroactive (1997)
3475,"Place in the Sun, A (1951)"
3476,Jacob's Ladder (1990)
3477,Empire Records (1995)
3478,"Bamba, La (1987)"
3479,Ladyhawke (1985)
3480,Lucas (1986)
3481,High Fidelity (2000)
3483,"Road to El Dorado, The (2000)"
3484,"Skulls, The (2000)"
3487,El Dorado (1966)
3489,Hook (1991)
3490,Horror Express (1972)
3491,My Chauffeur (1986)
3492,"Son of the Sheik, The (1926)"
3494,True Grit (1969)
3495,Roadside Prophets (1992)
3496,Madame Sousatzka (1988)
3497,Max Dugan Returns (1983)
3498,Midnight Express (1978)
3499,Misery (1990)
3500,Mr. Saturday Night (1992)
3501,Murphy's Romance (1985)
3502,My Life (1993)
3503,Solaris (Solyaris) (1972)
3504,Network (1976)
3505,No Way Out (1987)
3506,North Dallas Forty (1979)
3507,"Odd Couple, The (1968)"
3508,"Outlaw Josey Wales, The (1976)"
3509,Black and White (1999)
3510,Frequency (2000)
3511,Ready to Rumble (2000)
3512,Return to Me (2000)
3513,Rules of Engagement (2000)
3515,Me Myself I (2000)
3516,"Bell, Book and Candle (1958)"
3518,"End of Violence, The (1997)"
3519,Force 10 from Navarone (1978)
3520,How to Stuff a Wild Bikini (1965)
3521,Mystery Train (1989)
3522,Sacco and Vanzetti (Sacco e Vanzetti) (1971)
3524,Arthur (1981)
3525,Bachelor Party (1984)
3526,Parenthood (1989)
3527,Predator (1987)
3528,"Prince of Tides, The (1991)"
3529,"Postman Always Rings Twice, The (1981)"
3531,All the Vermeers in New York (1990)
3534,28 Days (2000)
3535,American Psycho (2000)
3536,Keeping the Faith (2000)
3537,Where the Money Is (2000)
3538,East is East (1999)
3539,"Filth and the Fury, The (2000)"
3540,Passion of Mind (2000)
3543,Diner (1982)
3544,Shakes the Clown (1992)
3545,Cabaret (1972)
3546,What Ever Happened to Baby Jane? (1962)
3547,Prick Up Your Ears (1987)
3548,Auntie Mame (1958)
3549,Guys and Dolls (1955)
3550,The Hunger (1983)
3551,Marathon Man (1976)
3552,Caddyshack (1980)
3553,Gossip (2000)
3554,Love and Basketball (2000)
3555,U-571 (2000)
3556,"Virgin Suicides, The (1999)"
3557,Jennifer 8 (1992)
3559,Limelight (1952)
3560,Empire of Passion (a.k.a. In the Realm of Passion) (a.k.a. Phantom Love) (Ai No Borei) (1978)
3563,"Crow: Salvation, The (2000)"
3564,"Flintstones in Viva Rock Vegas, The (2000)"
3565,Where the Heart Is (2000)
3566,"Big Kahuna, The (2000)"
3567,Bossa Nova (2000)
3568,Smiling Fish and Goat on Fire (1999)
3569,"Idiots, The (Idioterne) (1998)"
3571,Time Code (2000)
3572,Carnosaur (1993)
3573,Carnosaur 2 (1995)
3574,Carnosaur 3: Primal Species (1996)
3575,Defying Gravity (1997)
3576,"Hidden, The (1987)"
3577,Two Moon Junction (1988)
3578,Gladiator (2000)
3579,I Dreamed of Africa (2000)
3580,Up at the Villa (2000)
3581,Human Traffic (1999)
3584,Breathless (1983)
3587,Inferno (1980)
3588,"King of Marvin Gardens, The (1972)"
3590,"Lords of Flatbush, The (1974)"
3591,Mr. Mom (1983)
3593,Battlefield Earth (2000)
3594,Center Stage (2000)
3596,Screwed (2000)
3598,Hamlet (2000)
3599,Anchors Aweigh (1945)
3600,Blue Hawaii (1961)
3602,G.I. Blues (1960)
3604,Gypsy (1962)
3605,King Creole (1958)
3606,On the Town (1949)
3608,Pee-wee's Big Adventure (1985)
3609,Regret to Inform (1998)
3611,Saludos Amigos (1943)
3612,The Slipper and the Rose: The Story of Cinderella (1976)
3613,Things Change (1988)
3614,Honeymoon in Vegas (1992)
3615,Dinosaur (2000)
3616,Loser (2000)
3617,Road Trip (2000)
3618,Small Time Crooks (2000)
3619,"Hollywood Knights, The (1980)"
3620,"Myth of Fingerprints, The (1997)"
3621,Possession (1981)
3622,"Twelve Chairs, The (1970)"
3623,Mission: Impossible II (2000)
3624,Shanghai Noon (2000)
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999)
3627,Carnival of Souls (1962)
3628,Flying Tigers (1942)
3629,"Gold Rush, The (1925)"
3632,Monsieur Verdoux (1947)
3633,On Her Majesty's Secret Service (1969)
3634,Seven Days in May (1964)
3635,"Spy Who Loved Me, The (1977)"
3637,Vagabond (Sans toit ni loi) (1985)
3638,Moonraker (1979)
3639,"Man with the Golden Gun, The (1974)"
3640,"King in New York, A (1957)"
3643,"Fighting Seabees, The (1944)"
3646,Big Momma's House (2000)
3649,American Gigolo (1980)
3653,"Endless Summer, The (1966)"
3654,"Guns of Navarone, The (1961)"
3655,Blow-Out (La grande bouffe) (1973)
3656,Lured (1947)
3657,Pandora and the Flying Dutchman (1951)
3658,Quatermass and the Pit (1967)
3659,Quatermass 2 (Enemy from Space) (1957)
3660,Puppet Master (1989)
3661,Puppet Master II (1991)
3662,Puppet Master III: Toulon's Revenge (1991)
3663,Puppet Master 4 (1993)
3664,Puppet Master 5: The Final Chapter (1994)
3665,Curse of the Puppet Master (Puppet Master 6: The Curse) (1998)
3668,Romeo and Juliet (1968)
3669,Stay Tuned (1992)
3671,Blazing Saddles (1974)
3672,Benji (1974)
3673,Benji the Hunted (1987)
3674,For the Love of Benji (1977)
3675,White Christmas (1954)
3676,Eraserhead (1977)
3677,Baraka (1992)
3678,"Man with the Golden Arm, The (1955)"
3679,"Decline of Western Civilization, The (1981)"
3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)"
3681,For a Few Dollars More (Per qualche dollaro in più) (1965)
3682,Magnum Force (1973)
3683,Blood Simple (1984)
3684,"Fabulous Baker Boys, The (1989)"
3685,Prizzi's Honor (1985)
3686,Flatliners (1990)
3687,Light Years (Gandahar) (1988)
3688,Porky's (1982)
3689,Porky's II: The Next Day (1983)
3690,Porky's Revenge (1985)
3691,Private School (1983)
3692,Class of Nuke 'Em High (1986)
3693,"Toxic Avenger, The (1985)"
3694,"Toxic Avenger, Part II, The (1989)"
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)"
3696,Night of the Creeps (1986)
3697,Predator 2 (1990)
3698,"Running Man, The (1987)"
3699,Starman (1984)
3700,"Brother from Another Planet, The (1984)"
3701,Alien Nation (1988)
3702,Mad Max (1979)
3703,"Road Warrior, The (Mad Max 2) (1981)"
3704,Mad Max Beyond Thunderdome (1985)
3705,Bird on a Wire (1990)
3706,Angel Heart (1987)
3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986)
3708,Firestarter (1984)
3709,Sleepwalkers (1992)
3710,Action Jackson (1988)
3712,Soapdish (1991)
3713,"Long Walk Home, The (1990)"
3714,Clara's Heart (1988)
3715,Burglar (1987)
3716,Fatal Beauty (1987)
3717,Gone in 60 Seconds (2000)
3718,American Pimp (1999)
3719,Love's Labour's Lost (2000)
3720,Sunshine (1999)
3721,Trixie (2000)
3723,Hamlet (1990)
3724,Coming Home (1978)
3725,American Pop (1981)
3726,Assault on Precinct 13 (1976)
3727,Near Dark (1987)
3728,One False Move (1992)
3729,Shaft (1971)
3730,"Conversation, The (1974)"
3731,Cutter's Way (1981)
3732,"Fury, The (1978)"
3733,"Paper Chase, The (1973)"
3734,Prince of the City (1981)
3735,Serpico (1973)
3736,"Ace in the Hole (Big Carnival, The) (1951)"
3737,Lonely Are the Brave (1962)
3738,"Sugarland Express, The (1974)"
3739,Trouble in Paradise (1932)
3740,Big Trouble in Little China (1986)
3741,Badlands (1973)
3742,Battleship Potemkin (1925)
3743,Boys and Girls (2000)
3744,Shaft (2000)
3745,Titan A.E. (2000)
3746,Butterfly (La lengua de las mariposas) (1999)
3747,Jesus' Son (1999)
3751,Chicken Run (2000)
3752,"Me, Myself & Irene (2000)"
3753,"Patriot, The (2000)"
3754,"Adventures of Rocky and Bullwinkle, The (2000)"
3755,"Perfect Storm, The (2000)"
3757,Asylum (1972)
3758,Communion (1989)
3759,Fun and Fancy Free (1947)
3760,"Kentucky Fried Movie, The (1977)"
3761,"Blood In, Blood Out (1993)"
3763,F/X (1986)
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991)
3765,"Hot Spot, The (1990)"
3766,Missing in Action (1984)
3768,Braddock: Missing in Action III (1988)
3769,Thunderbolt and Lightfoot (1974)
3770,Dreamscape (1984)
3771,The Golden Voyage of Sinbad (1973)
3773,House Party (1990)
3774,House Party 2 (1991)
3775,Make Mine Music (1946)
3777,Nekromantik (1987)
3780,Rocketship X-M (1950)
3783,Croupier (1998)
3784,"Kid, The (2000)"
3785,Scary Movie (2000)
3786,But I'm a Cheerleader (1999)
3787,Shower (Xizao) (1999)
3788,Blow-Up (Blowup) (1966)
3789,"Pawnbroker, The (1964)"
3790,Groove (2000)
3791,Footloose (1984)
3792,Duel in the Sun (1946)
3793,X-Men (2000)
3794,Chuck & Buck (2000)
3795,"Five Senses, The (1999)"
3798,What Lies Beneath (2000)
3799,Pokémon the Movie 2000 (2000)
3800,Criminal Lovers (1999)
3801,Anatomy of a Murder (1959)
3802,Freejack (1992)
3804,H.O.T.S. (1979)
3805,Knightriders (1981)
3806,Mackenna's Gold (1969)
3807,Sinbad and the Eye of the Tiger (1977)
3809,What About Bob? (1991)
3810,White Sands (1992)
3811,Breaker Morant (1980)
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972)
3813,Interiors (1978)
3814,Love and Death (1975)
3816,"Official Story, The (La historia oficial) (1985)"
3819,Tampopo (1985)
3820,Thomas and the Magic Railroad (2000)
3821,Nutty Professor II: The Klumps (2000)
3822,"Girl on the Bridge, The (Fille sur le pont, La) (1999)"
3823,Wonderland (1999)
3824,Autumn in New York (2000)
3825,Coyote Ugly (2000)
3826,Hollow Man (2000)
3827,Space Cowboys (2000)
3829,Mad About Mambo (2000)
3831,Saving Grace (2000)
3832,"Black Sabbath (Tre volti della paura, I) (1963)"
3833,"Brain That Wouldn't Die, The (1962)"
3834,Bronco Billy (1980)
3835,"Crush, The (1993)"
3836,Kelly's Heroes (1970)
3837,Phantasm II (1988)
3838,Phantasm III: Lord of the Dead (1994)
3839,Phantasm IV: Oblivion (1998)
3840,Pumpkinhead (1988)
3841,Air America (1990)
3843,Sleepaway Camp (1983)
3844,Steel Magnolias (1989)
3845,And God Created Woman (Et Dieu... créa la femme) (1956)
3846,Easy Money (1983)
3847,"Ilsa, She Wolf of the SS (1974)"
3848,Silent Fall (1994)
3849,The Spiral Staircase (1945)
3851,I'm the One That I Want (2000)
3852,"Tao of Steve, The (2000)"
3854,Aimée & Jaguar (1999)
3855,"Affair of Love, An (Liaison pornographique, Une) (1999)"
3857,Bless the Child (2000)
3858,Cecil B. DeMented (2000)
